Image name,Position Y,Position X,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Pixel value 1,Pixel value 2,Pixel value 3,Pixel value 4,Pixel value 5,Pixel value 6,Pixel value 7,Pixel value 8,Pixel value 9,Pixel value 10,Pixel value 11,Pixel value 12,Pixel value 13,Pixel value 14,Pixel value 15,Pixel value 16,Pixel value 17,Pixel value 18,Pixel value 19,Pixel value 20,Pixel value 21,Pixel value 22,Pixel value 23,Pixel value 24,Pixel value 25,Pixel value 26,Pixel value 27,Pixel value 28,Pixel value 29,Pixel value 30,Pixel value 31,Pixel value 32,Pixel value 33,Pixel value 34,Pixel value 35,Pixel value 36,Pixel value 37,Pixel value 38,Pixel value 39,Pixel value 40,Pixel value 41,Pixel value 42,Pixel value 43,Pixel value 44,Pixel value 45,Pixel value 46,Pixel value 47,Pixel value 48,Pixel value 49,Pixel value 50,Pixel value 51,Pixel value 52,Pixel value 53,Pixel value 54,Pixel value 55,Pixel value 56,Pixel value 57,Pixel value 58,Pixel value 59,Pixel value 60,Pixel value 61,Pixel value 62,Pixel value 63,Pixel value 64,Pixel value 65,Pixel value 66,Pixel value 67,Pixel value 68,Pixel value 69,Pixel value 70,Pixel value 71,Pixel value 72,Pixel value 73,Pixel value 74,Pixel value 75,Pixel value 76,Pixel value 77,Pixel value 78,Pixel value 79,Pixel value 80,Pixel value 81,Number of annotations,Percentage classified foreground,Class,User annotation details,
slow_20ms_15msexp0000.png,192,312,3935893.19,0.83,158412.72,0.14,0.00,4369,12336,9509,6168,6168,4626,1799,4112,3084,6939,1799,4626,7196,7196,4369,5397,9766,5140,8738,8995,10023,9509,3598,8224,5654,4883,5654,6682,8224,6168,4883,4883,7453,10280,3084,2827,4626,7196,4626,10794,14906,22102,2827,4112,4369,3855,6682,8224,13621,25443,16448,10023,12593,10537,11565,9509,7196,10794,8995,11565,16191,10280,7453,6168,2313,6939,4883,12336,8224,5397,8995,11822,6682,7196,4112,10537,13364,1542,8481,9252,8995,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,314,261,3685271.97,1.10,169380.99,0.28,0.00,6168,4626,8738,10794,7967,11308,7453,6168,2827,7453,18504,9252,7196,5397,8995,2570,12593,7453,5397,14906,6939,15677,9252,13107,6682,6425,1799,7196,7710,12336,14135,15420,7196,4369,1799,7453,4626,7710,6425,7967,14906,21331,7196,6425,4626,8738,11565,10280,11565,17476,11051,8738,9252,7710,15934,7710,6425,10537,10794,5911,5654,12079,2056,5911,5911,6682,7196,8995,11822,13621,6939,8224,9766,7196,11565,5140,2570,5140,5911,8738,5140,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,492,293,3421568.95,0.99,219196.06,0.32,0.00,4112,12593,11822,7710,6425,7967,6682,3341,11565,3855,4883,14392,15420,2570,8995,5911,6939,8481,19018,14392,1799,7710,6425,6425,2313,12079,2827,10023,2827,10280,16962,16448,13621,6682,1542,7967,10794,4883,22873,10794,16191,17733,10537,11308,8738,7710,7196,5911,9766,15934,18761,4883,4369,11822,9766,5140,3598,5654,14392,6168,14135,13621,15163,15934,9252,11822,1799,16705,1542,6939,11308,7453,16962,7967,7710,4626,6939,7453,10794,12850,12336,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,471,362,3384112.37,0.81,172273.12,0.17,0.00,2570,6425,6168,2313,7710,4883,6168,13107,8995,3084,10280,5911,9252,7710,3855,4626,12850,5911,6168,7453,15163,4883,11308,11051,13364,7710,7710,12336,5654,16448,5911,11822,11822,10794,7710,9766,9509,11308,3855,11308,19275,26214,13364,16705,9766,7196,10280,7710,14649,15163,14906,10023,6682,9766,15934,4112,13364,15420,14906,7967,10280,8995,5911,11051,13107,8738,16705,11822,10280,5911,8481,5397,7710,7710,6682,11565,3598,9252,3341,14906,12336,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,473,390,3174605.10,0.76,219676.81,0.20,0.00,7967,4112,11051,1285,17733,11051,3341,6168,8995,3598,9509,12079,12850,9252,6939,8738,7453,4626,7710,6939,8224,4883,5397,8738,13878,12593,8224,5140,3855,6682,9509,9766,11822,5140,2313,3598,2056,7453,21074,15677,20817,22359,11308,2570,13878,15677,10023,5140,2827,19275,14649,8995,5654,9509,10023,6425,5397,8481,20046,4626,4626,16191,7967,10794,4626,6939,15934,4626,4369,8481,19532,3855,6425,4112,6168,15163,257,14392,6939,12593,8995,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,342,123,3157234.33,0.50,239257.76,0.10,0.00,4883,3855,6425,13107,8995,9509,7196,10794,4626,3855,13621,13621,1028,15677,9252,22102,20046,12593,15677,9509,8738,9252,8995,15934,11051,11822,11051,16705,3084,11565,3598,15163,11308,16962,8995,6682,3855,15163,9766,16962,19789,16962,13107,11051,10794,4883,12850,24929,17219,32125,37522,8481,13878,8995,6425,11565,17476,25186,19275,8224,12079,2827,12593,15163,11308,10280,19789,13621,12850,10280,9252,14906,14392,14135,15934,14135,17219,13107,10280,13364,14649,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,235,393,2995785.20,0.55,208943.16,0.11,0.00,5397,4626,5911,12850,16448,8995,8224,13878,1285,7710,3341,7710,5397,10537,12850,9509,12336,11051,3341,19018,7710,11565,5140,18247,5397,4112,4626,10794,16448,16191,4112,15677,14135,7453,6682,8995,9766,4626,2313,12850,40349,14135,8224,13107,4883,3598,12593,14392,11308,17476,14906,12593,11822,3855,12336,8481,11051,10794,10794,10537,8995,2827,7967,7967,9252,17733,8224,12336,9509,16962,5911,13364,11051,14392,6939,11565,2827,8995,6425,16705,2313,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,471,362,2850377.23,0.72,174468.69,0.16,0.00,2570,6425,6168,2313,7710,4883,6168,13107,8995,3084,10280,5911,9252,7710,3855,4626,12850,5911,6168,7453,15163,4883,11308,11051,13364,7710,7710,12336,5654,16448,5911,11822,11822,10794,7710,9766,9509,11308,3855,11308,19275,26214,13364,16705,9766,7196,10280,7710,14649,15163,14906,10023,6682,9766,15934,4112,13364,15420,14906,7967,10280,8995,5911,11051,13107,8738,16705,11822,10280,5911,8481,5397,7710,7710,6682,11565,3598,9252,3341,14906,12336,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,131,330,2565324.07,0.59,189803.63,0.13,0.00,10023,3855,4112,5911,3598,4112,1285,5140,8224,6682,11308,3598,6682,7967,8481,9509,6425,14906,10794,10794,6425,3598,7967,3598,4369,7196,11308,13107,12850,9252,5397,7967,13364,11822,10280,5397,3598,3855,7967,6939,23387,24672,1542,12850,4626,3084,8995,10280,13621,9766,17733,19532,5911,13364,7967,2827,10537,8995,5654,9766,11051,12593,7453,7453,12336,11822,7453,9766,10537,11308,4369,6682,7196,3855,6168,20303,9509,14649,7967,7196,6682,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,102,302,2563593.85,0.44,203079.32,0.08,0.00,12593,7453,6425,6168,16191,14392,6425,8481,7453,9252,6939,2570,10023,8481,2056,4369,9509,3341,6425,17990,9509,10023,6425,5911,9509,3341,4369,5397,8224,10280,6168,8481,6939,8224,11308,7967,4883,17990,10280,15677,35209,22873,10280,11822,9766,5911,4369,9252,8481,7196,19789,16448,12079,3598,11565,6168,5911,17219,12850,17733,6682,6682,6168,11565,17219,13364,7967,9252,5911,7453,7967,3855,3855,4883,10794,12336,5140,6682,6939,3341,12336,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,391,494,2554815.96,0.76,187768.09,0.21,0.00,7453,5397,7196,4626,4112,5140,4112,5397,9252,3855,10023,6425,17476,11565,2056,3341,10794,12079,12079,21588,9252,3598,9252,1799,9509,6168,7196,5140,7710,11565,5911,13364,11822,10537,3084,8224,10794,3855,2570,3341,14392,18504,8995,1542,7710,10537,10794,2056,6939,11822,17476,10280,4883,8481,9252,11308,14649,5397,7453,3084,5397,6939,4369,11051,16705,7196,8224,10280,4112,6682,5140,3084,2570,5140,5654,3598,8481,2056,5140,4369,9252,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,444,297,2554116.87,0.78,168539.58,0.20,0.00,3084,7710,10794,1542,2570,9766,12079,6939,6939,3084,2827,5140,14392,7196,6939,5654,12079,8481,11308,11565,11308,6425,5911,10537,13107,16448,7967,5397,5654,10280,12079,9509,9509,11565,4883,5911,3341,10537,10023,11308,21588,13878,7453,3855,5140,4883,4626,11565,12336,13878,12593,3341,2827,4112,8995,2827,7710,5397,8481,6168,3855,6682,12593,7967,1542,6682,6425,9252,8738,3341,10537,13878,3855,7196,6168,17219,4626,8738,7453,10794,9509,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,449,483,2507215.66,0.83,200773.25,0.28,0.00,7967,7967,5397,1799,7967,17990,14135,2056,4112,5654,5140,5654,6168,2570,4626,4112,7196,4369,4112,7453,7710,13621,8481,5140,8995,7196,12336,4112,18247,12593,5911,10794,5911,2570,5654,3855,7196,11051,7196,16448,16448,19532,9252,4369,12850,10023,4883,11822,9766,14392,5654,17476,771,1799,11308,6939,4112,6168,6682,4112,5911,8481,7967,6425,3341,2056,7453,5397,11565,3341,5654,13621,8995,4112,10280,15163,5654,2570,6939,16448,7453,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,319,415,2425123.99,0.61,190893.03,0.14,0.00,10023,6939,7196,11565,2570,17990,15420,8995,4626,6939,6168,9252,7967,8224,2827,9509,3855,7710,9252,7710,12593,2570,4626,4883,8738,7196,5911,11565,11308,6939,8738,14135,8995,7196,8738,5140,26985,8481,6168,5140,24672,18504,4883,6682,5654,5140,9509,3341,6939,15420,10794,4112,5397,4369,10537,7967,8995,5654,5911,9252,6939,14392,6425,6425,2570,6168,9252,2056,2056,6168,2827,6682,9509,3341,9252,6168,12850,3341,7967,1799,2827,0,0.00,Foreground,write_str,
